[공통 DB 연결] process.env.DB_NAME: bettingDB
[업서트] J리그 | Port Adelaide Football Club vs Carlton Football Club | null - null | status: scheduled | result: pending
[업서트] J리그 | Iowa Cubs vs Columbus Clippers | 0 - 12 | status: finished | result: away_win
[업서트] J리그 | Wei Chuan Dragons vs Rakuten Monkeys | 3 - 11 | status: finished | result: away_win
[업서트] J리그 | Fubon Guardians vs Uni-President Lions | 5 - 0 | status: finished | result: home_win
[업서트] J리그 | Piratas de Campeche vs Diablos Rojos del México | 5 - 11 | status: finished | result: away_win
[업서트] J리그 | Detroit Tigers vs Athletics | 11 - 4 | status: finished | result: home_win
[업서트] J리그 | Toledo Mud Hens vs Charlotte Knights | 4 - 3 | status: finished | result: home_win
[업서트] J리그 | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 4 | status: finished | result: away_win
[업서트] J리그 | Durham Bulls vs Memphis Redbirds | 15 - 6 | status: finished | result: home_win
[업서트] J리그 | KT Wiz vs LG Twins | 5 - 0 | status: finished | result: home_win
[업서트] J리그 | Norfolk Tides vs Gwinnett Stripers | 3 - 1 | status: finished | result: home_win
[업서트] J리그 | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | 6 - 5 | status: finished | result: home_win
[업서트] J리그 | Rochester Red Wings vs Syracuse Mets | 5 - 12 | status: finished | result: away_win
[업서트] J리그 | Indianapolis Indians vs Omaha Storm Chasers | 9 - 1 | status: finished | result: home_win
[업서트] J리그 | Chiba Lotte Marines vs Yomiuri Giants | 6 - 4 | status: finished | result: home_win
[업서트] J리그 | Conspiradores de Querétaro vs Sultanes de Monterrey | 9 - 7 | status: finished | result: home_win
[업서트] J리그 | Samsung Lions vs Hanwha Eagles | null - null | status: postponed | result: pending
[업서트] J리그 | Italy Basketball Women vs Turkey Basketball Women | 76 - 74 | status: scheduled | result: home_win
[업서트] J리그 | Ulm vs Bayern München Basketball | 53 - 67 | status: finished | result: away_win
[업서트] J리그 | France Basketball Women vs Lithuania Basketball Women | 83 - 61 | status: finished | result: home_win
[업서트] J리그 | KK Spartak Subotica vs KK Partizan | 79 - 93 | status: finished | result: away_win
[업서트] J리그 | Paris Basketball vs AS Monaco Basket | 99 - 93 | status: finished | result: home_win
[업서트] J리그 | Northern Knights vs North West Warriors | 42 - 181 | status: finished | result: away_win
[업서트] J리그 | Leinster Lightning vs Munster Reds | 123 - 122 | status: finished | result: home_win
[업서트] J리그 | MI New York vs San Francisco Unicorns | 199 - 246 | status: finished | result: away_win
[업서트] J리그 | Germany Hockey vs Australia Hockey | 3 - 2 | status: finished | result: home_win
[업서트] J리그 | 22 de Julio vs San Antonio FC | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Changchun Xidu vs Hubei Istar | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Brera Ilch vs SP Falcons | 2 - 5 | status: finished | result: away_win
[업서트] J리그 | Al Wahda Damascus vs Hutteen SC | 0 - 2 | status: finished | result: away_win
[업서트] J리그 | Portland Bangers vs Lane United | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Southern California Eagles vs FC Tucson | 2 - 2 | status: finished | result: draw
[업서트] J리그 | CISA vs Albion SC Colorado | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | AC Connecticut vs Vermont Green | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Charlotte Eagles vs SC United Bantams | 0 - 2 | status: finished | result: away_win
[업서트] J리그 | Virginia Beach United vs Virginia Marauders | 3 - 0 | status: finished | result: home_win
[업서트] J리그 | Lansing City Football vs AFC Ann Arbor | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Tacoma Stars vs Ballard FC | 0 - 11 | status: finished | result: away_win
[업서트] J리그 | Asheville City SC vs East Atlanta Dutch Lions | 4 - 0 | status: finished | result: home_win
[업서트] J리그 | Ventura County Fusion vs FC Capo II | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Guadeloupe vs Guatemala | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Panama vs Jamaica | 4 - 1 | status: finished | result: home_win
[업서트] J리그 | Tishreen vs Taliya SC | 0 - 2 | status: finished | result: away_win
[업서트] J리그 | Lambton Jaffas vs Broadmeadow Magic | 1 - 2 | status: finished | result: away_win
[업서트] J리그 | New Lambton vs Charlestown Azzurri | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Al Mirghani vs Al-Merrikh Al-Ubayyid | null - null | status: postponed | result: pending
[업서트] J리그 | Al-Zamala Umrawaba vs Al-Ahli Wad Madani | null - null | status: postponed | result: pending
[업서트] J리그 | Alittihad Misurata vs Al-Ittihad Tripoli | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Maniema Union vs DCMP Imana | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Saint-Éloi Lupopo vs TP Mazembe | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Simba Kolwezi vs Vita Club | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Don Bosco vs Sanga Balende | 3 - 0 | status: finished | result: home_win
[업서트] J리그 | Inter Miami vs Palmeiras | 2 - 2 | status: finished | result: draw
[업서트] J리그 | FC Porto vs Al Ahly SC | 4 - 4 | status: finished | result: draw
[업서트] J리그 | Gauthiod vs IK Zenith | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Järfälla vs Franke | 5 - 1 | status: finished | result: home_win
[업서트] J리그 | Stocksund vs Karlberg | 0 - 5 | status: finished | result: away_win
[업서트] J리그 | Räppe vs Kristianstad | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Benfica vs Bayern Munich | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Auckland City vs Boca Juniors | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Klubi 04 vs HJK Helsinki | 0 - 4 | status: finished | result: away_win
[업서트] J리그 | AC Oulu vs SJK Seinajoki | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Haka vs KuPS | 1 - 4 | status: finished | result: away_win
[업서트] J리그 | Ekenäs IF vs Jaro | 2 - 4 | status: finished | result: away_win
[업서트] J리그 | La Luz vs Atenas | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Ahal vs Arkadag | 0 - 3 | status: finished | result: away_win
[업서트] J리그 | Manta vs Orense | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Hawasa Ketema vs Adama Kenema | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Fasil Kenema vs Sidama Bunna | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Goiás vs Athletic Club-MG | 1 - 2 | status: finished | result: away_win
[업서트] J리그 | Žalgiris Vilnius vs Hegelmann Litauen | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Volgar Astrakhan vs Chelyabinsk | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Venezuela U17 vs Paraguay U17 | 3 - 2 | status: finished | result: home_win
[업서트] J리그 | Turkey U17 vs Chile U17 | 1 - 2 | status: finished | result: away_win
[업서트] J리그 | Tishreen vs Taliya SC | 0 - 1 | status: scheduled | result: away_win
[업서트] J리그 | Dainava vs Banga Gargždai | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Kauno Žalgiris vs Panevėžys | 3 - 0 | status: finished | result: home_win
[업서트] J리그 | GKS Katowice vs Pogoń Szczecin | null - null | status: scheduled | result: pending
[결과 없음] 2025-06-18 | Kia Tigers vs Samsung Lions | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[업서트] J리그 | New York Mets vs Atlanta Braves | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Cincinnati Reds vs New York Yankees | 6 - 1 | status: finished | result: home_win
[업서트] J리그 | Chicago White Sox vs Arizona Diamondbacks | 0 - 10 | status: finished | result: away_win
[업서트] J리그 | Baltimore Orioles vs Texas Rangers | 6 - 0 | status: finished | result: home_win
[업서트] J리그 | Milwaukee Brewers vs Pittsburgh Pirates | 4 - 5 | status: finished | result: away_win
[업서트] J리그 | Minnesota Twins vs Seattle Mariners | 2 - 11 | status: finished | result: away_win
[업서트] J리그 | St. Louis Cardinals vs Chicago Cubs | 8 - 2 | status: finished | result: home_win
[업서트] J리그 | Olmecas de Tabasco vs Charros de Jalisco | 7 - 1 | status: finished | result: home_win
[업서트] J리그 | Rieleros de Aguascalientes vs El Águila de Veracruz | 7 - 5 | status: finished | result: home_win
[업서트] J리그 | Piratas de Campeche vs Caliente de Durango | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Conspiradores de Querétaro vs Sultanes de Monterrey | 7 - 4 | status: finished | result: home_win
[업서트] J리그 | Leones de Yucatán vs Toros de Tijuana | null - null | status: postponed | result: pending
[업서트] J리그 | El Paso Chihuahuas vs Reno Aces | 4 - 12 | status: finished | result: away_win
[업서트] J리그 | Golden State Valkyries vs Connecticut Sun | 87 - 63 | status: finished | result: home_win
[업서트] J리그 | Besiktas Basketbol vs Fenerbahçe Basketbol | 87 - 91 | status: finished | result: away_win
[업서트] J리그 | Boca Juniors vs Quimsa | 70 - 58 | status: finished | result: home_win
[업서트] J리그 | Oklahoma City Thunder vs Indiana Pacers | 103 - 91 | status: finished | result: home_win
[업서트] J리그 | Texas Super Kings vs Washington Freedom | 220 - 223 | status: finished | result: away_win
[업서트] J리그 | Charlotte Checkers vs Abbotsford Canucks | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Central Pulse vs Southern Steel | null - null | status: scheduled | result: pending
[업서트] J리그 | ÍBV Vestmannaeyjar vs Afturelding | 1 - 2 | status: finished | result: away_win
[업서트] J리그 | Valur vs KR Reykjavík | 6 - 1 | status: finished | result: home_win
[업서트] J리그 | Everton de Viña del Mar vs O'Higgins | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | San Diego Wave vs Washington Spirit | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Bohemians vs Shamrock Rovers | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Cork City vs Drogheda United | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Sligo Rovers vs Galway United | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | St Patricks vs Derry City | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Waterford vs Shelbourne | 2 - 2 | status: finished | result: draw
[업서트] J리그 | GIF Sundsvall vs Trelleborgs FF | 4 - 2 | status: finished | result: home_win
[업서트] J리그 | Helsingborg vs Umeå | 5 - 1 | status: finished | result: home_win
[업서트] J리그 | Wolayta Dicha vs Diredawa Ketema | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Hadia Hosaina vs Arba Minch Kenema | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Dinamo Samarqand vs Bunyodkor | 0 - 3 | status: finished | result: away_win
[업서트] J리그 | Operário Ferroviário vs Novorizontino | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Mjøndalen vs Skeid | 1 - 4 | status: finished | result: away_win
[업서트] J리그 | Nueva Chicago vs Colón | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Olimpo vs Santamarina | 1 - 1 | status: finished | result: draw
[업서트] J리그 | Bartolomé Mitre vs Sarmiento de La Banda | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | PK-35 vs SJK Akatemia | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Vakhsh Bokhtar vs Khujand | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Melbourne Victory Youth vs Port Melbourne | 1 - 2 | status: finished | result: away_win
[업서트] J리그 | Deportivo Paraguayo vs CA Atlas | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Hunters vs FC Ulaanbaatar | 2 - 4 | status: finished | result: away_win
[업서트] J리그 | Kings Hammer FC vs Dayton Dutch Lions | 2 - 2 | status: finished | result: draw
[업서트] J리그 | AHFC Royals vs Lonestar SC | 2 - 3 | status: finished | result: away_win
[업서트] J리그 | Sporting JAX vs Brooke House | 2 - 0 | status: finished | result: home_win
[업서트] J리그 | Mexico vs Costa Rica | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Dominican Republic vs Suriname | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Bray Wanderers vs UCD | 1 - 3 | status: finished | result: away_win
[업서트] J리그 | Cobh Ramblers vs Kerry | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Hay Al Wadi vs Alamal SC Atbara | null - null | status: postponed | result: pending
[업서트] J리그 | Portugal Women vs Nigeria Women | 0 - 0 | status: finished | result: draw
[업서트] J리그 | Al Sadaqa vs Al-Akhdar | 0 - 2 | status: finished | result: away_win
[업서트] J리그 | Finn Harps vs Dundalk | 1 - 0 | status: finished | result: home_win
[업서트] J리그 | Al-Hilal Benghazi vs Al-Nasr SCSC | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Cerro Largo vs Plaza Colonia | 0 - 1 | status: finished | result: away_win
[업서트] J리그 | Boston River vs Montevideo City Torque | 2 - 1 | status: finished | result: home_win
[업서트] J리그 | Longford Town vs Athlone Town | 3 - 2 | status: finished | result: home_win
[업서트] J리그 | Dinamo-2 Minsk vs Bumprom Gomel | 0 - 2 | status: finished | result: away_win
